username,date,tweet
michael_saylor,2021-06-10,"“Truth is ever to be found in the simplicity, and not in the multiplicity and confusion of things.” - Isaac Newton on #Bitcoin"
michael_saylor,2021-06-10,"@Jason The question is do we have a natural right to life, liberty, &amp; property, or do we need to ask permission from the state or some corporation to own assets, spend money, &amp; breathe freely. #Bitcoin offers human rights to the oppressed &amp; economic freedom to the financially repressed."
michael_saylor,2021-06-09,@nayibbukele #Bitcoin is a swarm of cyber hornets feeding on the fire of truth.
michael_saylor,2021-06-09,Fox News now has an anchor with laser-like focus on #Bitcoin.
michael_saylor,2021-06-09,@seanhannity Welcome to #Bitcoin.  Looking forward to speaking with you tonight on your show.
michael_saylor,2021-06-09,#Bitcoin incentivizes renewable energy @elonmusk. 🫒
michael_saylor,2021-06-09,"@Jason The Argentine government devalued 90% of everyone's USD &amp; ARS balances overnight, by edict, about 20 years ago. It was fairly easy for them to accomplish. It would be ~10 billion times harder to do that today if everyone held #bitcoin and their own keys instead of cash in a bank."
michael_saylor,2021-06-09,"@Jason Millions of accounts w/USD have been simultaneously seized &amp; devalued overnight by governments in the past. Gold &amp; diamonds are illiquid commodities w/massive transaction costs for the working class. #Bitcoin is the only property that is portable, seizure resistant, &amp; practical."
michael_saylor,2021-06-09,#Bitcoin mining is the world's best technology for converting energy into prosperity.
michael_saylor,2021-06-09,@Jason What advice would you offer the citizens of Argentina during the past two decades as their currency collapsed? What advice would you offer the billions of people living in countries with collapsing currencies right now?  #Bitcoin is a solution over the long term - fear is not.
michael_saylor,2021-06-09,"#Bitcoin mining is rapidly &amp; naturally evolving toward cleaner, cheaper, &amp; more renewable energy sources faster than any major industry in the world. There is no greater force for recycling waste energy and rescuing stranded energy.  https://t.co/CvhDmn70pU"
michael_saylor,2021-06-09,#Bitcoin is electric money.
michael_saylor,2021-06-08,MicroStrategy announces pricing of $500 Million of 6.125% Senior Secured Notes due 2028 to acquire additional #bitcoin.  $MSTR  https://t.co/qEhHtJS69Q
michael_saylor,2021-06-08,"‘Whenever you find yourself on the side of the majority, it is time to pause and reflect.” - Mark Twain on #Bitcoin"
michael_saylor,2021-06-07,MicroStrategy Announces Proposed Private Offering of $400 Million of Senior Secured Notes to acquire additional #bitcoin.  $MSTR  https://t.co/ilhUt1M73j
michael_saylor,2021-06-07,“Tact is the knack of making a point without making an enemy.” - Isaac Newton on #Bitcoin
michael_saylor,2021-06-07,"@Jason Jason, the video is obviously doctored.  Here is everything I have said about #Bitcoin in one place.  Bitcoin is  https://t.co/kZl3k7Tm4h."
michael_saylor,2021-06-06,Jack Dorsey and Michael Saylor headlined the sold-out #Bitcoin 2021 Miami conference. Here are their 12 best quotes from the event.  https://t.co/U1dUp84SRJ
michael_saylor,2021-06-06,"@Jason Whenever a nation embraces technology to further human rights there is reason for us to rejoice. #Bitcoin is an instrument of economic empowerment for those without access to our currency, banks, and assets."
michael_saylor,2021-06-06,@NorthmanTrader Laser eyes signal intent to make #Bitcoin an instrument of economic empowerment.   The use of technology to spread human rights is apolitical.
michael_saylor,2021-06-06,Welcome to #Bitcoin @nayibbukele.  No force on earth can stop an idea whose time has come.
michael_saylor,2021-06-06,“Labor to keep alive in your breast that little spark of celestial fire called #bitcoin.” - George Washington
michael_saylor,2021-06-05,"In the game of life, you need to solve the puzzle in the foreground to claim the prize on the horizon.  #Bitcoin  https://t.co/kCBHY065OR"
michael_saylor,2021-06-05,"""In the middle of chaos lies opportunity."" – Bruce Lee on #Bitcoin"
michael_saylor,2021-06-04,"""I don't think there is anything more important in my lifetime to work on."" - Jack Dorsey on #Bitcoin  https://t.co/9sciBhE34J"
michael_saylor,2021-06-04,"Thank you 🙏 to all the cyber hornets 🐝 for your energizing support 🔥 at @TheBitcoinConf in Miami today.  Maybe @maxkeiser &amp; I couldn't agree on the color of our outfits, but we both agree that #Bitcoin fixes things.  https://t.co/G9dlMoXJIF"
michael_saylor,2021-06-04,"“Buy #bitcoin, they’re not making it anymore.” - Mark Twain"
michael_saylor,2021-06-03,“Nothing so undermines your financial judgement as the sight of your neighbor getting rich.” - J.P. Morgan on #Bitcoin
michael_saylor,2021-06-02,"“I fear not the man who has practiced 10,000 kicks once, but I fear the man who has practiced one kick 10,000 times.” - Bruce Lee on #Bitcoin"
michael_saylor,2021-06-01,#Bitcoin is hope.
michael_saylor,2021-06-01,“Life is too short to be little. You must enlarge your imagination and then act on it.” – Benjamin Disraeli on #Bitcoin
michael_saylor,2021-05-31,"Marathon will update to standard Bitcoin core 0.21.1 node, including support for Taproot &amp; will no longer filter transactions. “@MarathonDH is committed to the core tenets of the #Bitcoin community, including decentralization, inclusion, and no censorship.” https://t.co/gUk5KZOj3v"
michael_saylor,2021-05-31,"“If history could teach us anything, it would be that private property is inextricably linked with civilization” - Ludwig von Mises on #Bitcoin"
michael_saylor,2021-05-30,“It does not matter how slowly you go as long as you do not stop.” - Confucius on #Bitcoin
michael_saylor,2021-05-29,#Bitcoin is an elegant game in an emerald garden.  https://t.co/HimcikluDN
michael_saylor,2021-05-29,"""Money is not an invention of the state."" - Carl Menger on #Bitcoin"
michael_saylor,2021-05-28,"We have upgraded the #Bitcoin Websites section of  https://t.co/kZl3k7Tm4h with links to bitcoin-intro, End the FUD, 10 Hours of Bitcoin, &amp; @lopp's Bitcoin Information &amp; Resources.  If you have additional suggestions or comments, DM me or post below.    https://t.co/HRH1zdPoRN"
michael_saylor,2021-05-28,#Bitcoin recycles .25% of the world's wasted energy to create prosperity &amp; freedom.  https://t.co/YSsyz6OkVW
michael_saylor,2021-05-28,“My optimism wears heavy boots and is loud.”  - Henry Rollins on #Bitcoin
michael_saylor,2021-05-27,#Bitcoin is hope for 8 billion people and every company on earth.  It is revitalizing companies &amp; investment portfolios.
michael_saylor,2021-05-27,#Bitcoin mining makes it the superior long-term store of value asset for institutions and a powerful force driving the use of sustainable energy &amp; the recycling of stranded &amp; wasted energy.
michael_saylor,2021-05-27,The knowledge of #Bitcoin as an instrument of economic empowerment is spreading across Africa.
michael_saylor,2021-05-27,"@NorthmanTrader Inflation is the problem, #Bitcoin is the solution."
michael_saylor,2021-05-27,"#Bitcoin uses the last iota of energy, yet gets the first measure of the attention."
michael_saylor,2021-05-27,"“Discipline is choosing between what you want now, and what you want most.” - Abraham Lincoln on #Bitcoin"
michael_saylor,2021-05-26,Maybe @Carl_C_Icahn will be the first #Bitcoin Terachad 👀
michael_saylor,2021-05-26,Great upgrade by @PayPal.  It is now a requirement for mobile payment apps to support #Bitcoin blockchain transfers to stay competitive.  I look forward to the day when they all support @lightning transfers as well.   https://t.co/IcpSScj6dD
michael_saylor,2021-05-26,"“I’m not saying you should put all of your corporate treasury in #bitcoin,” he said. “But if you’re not putting any of it into bitcoin, I don’t think you’re doing your fiduciary responsibility, which is maximizing shareholder value.” -Phong Le CFO of $MSTR  https://t.co/bxPzTIOxwe"
michael_saylor,2021-05-26,"On 3/12/20 @Binance traded $2 billion in #BTC which closed at $5,578. On 8/11/20 (the day $MSTR announced its first $250 million investment) Binance traded $743 million with BTC closing at $11,564. On 5/18/21 $13.5 billion traded closing $36,690.  #Bitcoin is winning. 🚀"
michael_saylor,2021-05-26,"@WilliamTurton #Bitcoin solves the problem of monetary integrity &amp; economic cooperation without relying on the apparatus of government or violence.  Cars, cash, computers, guns, &amp; knives all facilitate crime - ban them too?"
michael_saylor,2021-05-26,#Bitcoin is Rules without Rulers.
michael_saylor,2021-05-25,"This weekend, some #Bitcoin miners came together to talk about the energy challenges we face, both real &amp; imagined, and work on solutions together for the good of the entire industry.  Details below:"
michael_saylor,2021-05-24,Yesterday I was pleased to host a meeting between @elonmusk &amp; the leading Bitcoin miners in North America.  The miners have agreed to form the Bitcoin Mining Council to promote energy usage transparency &amp; accelerate sustainability initiatives worldwide.
michael_saylor,2021-05-24,"“Personally, I’d rather have #bitcoin than a bond"" said @RayDalio.  Welcome to the team Ray. We agree.  https://t.co/kxcSoAOSsp"
michael_saylor,2021-05-24,"""#Bitcoin is now considered an investable asset..."" said Mathew McDermott, @GoldmanSachs global head of digital assets, in a new piece of research. ""...it’s not often that we get to witness the emergence of a new asset class.""  https://t.co/lgpX4wkFxK"
michael_saylor,2021-05-24,There is no inflation as long as you don't wish to purchase anything going up in price.  #Bitcoin
michael_saylor,2021-05-24,Marathon is acting decisively to expand its US-based mining capacity in a carbon neutral fashion.  Publicly traded Bitcoin miners like $MARA are going to drive standards of excellence for other miners around the world &amp; lead the way on ESG initiatives.
michael_saylor,2021-05-24,"""Life is 10% what happens to you and 90% how you react to it."" - Charles R. Swindoll on #Bitcoin"
michael_saylor,2021-05-23,The architecture of #Bitcoin is unsurpassed in its elegance. I keep this sculpture on display as a reminder of that beauty and the value of Proof of Work.
michael_saylor,2021-05-23,“There are no tricks in plain and simple faith.” – Julius Caesar on #Bitcoin
michael_saylor,2021-05-22,This week in #Bitcoin:
michael_saylor,2021-05-22,Freedom has a price.  #Bitcoin
michael_saylor,2021-05-21,Today I smash bought some #bitcoin on @Square Cash App.  I found it quite satisfying.🙂
michael_saylor,2021-05-21,"A crackdown on miners in China would radically reduce the carbon footprint of Bitcoin mining, increase the profitability of all the remaining #Bitcoin miners, reduce nagging China FUD, support progress toward our ESG goals, &amp; drive up the value of $BTC.  We should be so lucky..."
michael_saylor,2021-05-21,#Bitcoin is a brilliant creation &amp; the apex property of the human race.
michael_saylor,2021-05-21,#Bitcoin is coming to life as an institutional treasury asset.
michael_saylor,2021-05-21,I think trading #bitcoin while reading twitter is a bad idea.  The news that governments expect you to pay your taxes and abide by existing laws should not be driving panic in the marketplace. The main stream interpretations are almost always the opposite of the true implication.
michael_saylor,2021-05-21,"“Day by day, what you choose, what you think and what you do is who you become.” - Heraclitus on #Bitcoin"
michael_saylor,2021-05-20,"This is auspicious for #Bitcoin coming from David Rubenstein. He is chairman of the Kennedy Center for the Performing Arts, former chairman of the Smithsonian Institution, chairman of the Council on Foreign Relations, &amp; president of The Economic Club of Washington, D.C."
michael_saylor,2021-05-20,@adamsamson @elonmusk @Mr_Blinkx @FT @katie_martin_fx @naumanbilly @CambridgeAltFin If you would like to discuss the topic of bitcoin energy usage I would be happy to schedule an interview.   Bitcoin is becoming exponentially more energy efficient due to mining hardware advances and the halving protocol.
michael_saylor,2021-05-20,@elonmusk @adamsamson @Mr_Blinkx @FT @katie_martin_fx @naumanbilly @CambridgeAltFin #Bitcoin is electric money. Real cars use more electricity than toy cars. The article above is full of logical errors and falsehoods. Bitcoin is the most efficient technology for converting energy into prosperity we have yet to devise.
michael_saylor,2021-05-20,"“A dead thing can go with the stream, but only a living thing can go against it.”  - G.K. Chesterton on #Bitcoin"
michael_saylor,2021-05-19,"Entities I control have now acquired 111,000 #BTC and have not sold a single satoshi.  #Bitcoin Forever."
michael_saylor,2021-05-19,“He who has a why to live can bear almost any how.” - Friedrich Nietzsche on #Bitcoin
michael_saylor,2021-05-18,"In time, money without integrity is worthless.  #Bitcoin  https://t.co/1VSl9gBGQ4"
michael_saylor,2021-05-18,"MicroStrategy has purchased an additional 229 bitcoins for $10.0 million in cash at an average price of ~$43,663 per #bitcoin.  As of 5/18/2021, we #hodl ~92,079 bitcoins acquired for ~$2.251 billion at an average price of ~24,450 per bitcoin.  $MSTR  https://t.co/fU6LN4WbKI"
michael_saylor,2021-05-18,"“Life is inherently risky. There is only one big risk you should avoid at all costs, and that is the risk of doing nothing.” - Denis Waitley on #Bitcoin"
michael_saylor,2021-05-18,"@PeterSchiff There is no point debating a cynic that stands for nothing, believes in nothing, and offers nothing but fear, uncertainty, doubt, &amp; vitriol.  The world needs strong money, and since by your own admission you have no faith in #gold, equity, bonds, &amp; fiat, #Bitcoin wins by default."
michael_saylor,2021-05-17,My mission will be to convince @maxkeiser to double-down on his commitment to #Bitcoin.  Any suggestions?
michael_saylor,2021-05-17,The #Bitcoin Standard is The Way.
michael_saylor,2021-05-17,The solution to @Facebook's problem is #Bitcoin.  https://t.co/1I2HKkTebu
michael_saylor,2021-05-17,"There is a growing awareness that accounting rules governing digital assets like #bitcoin are outdated and should be revised, and that current guidelines impair transparency for shareholders, rational investment by corporations, and innovation by financial &amp; technology firms."
michael_saylor,2021-05-17,“You can’t be brave if you’ve only had wonderful things happen to you.” – Mary Tyler Moore on #Bitcoin
michael_saylor,2021-05-16,"@elonmusk 🔥🚀 Since both #Tesla &amp; #Bitcoin fans believe technology can make the world a better place, why don’t we focus on going to the moon together? 🥇  Over 100 million people think Bitcoin represents  https://t.co/kZl3k7Tm4h for the economic well being of everybody on the planet."
michael_saylor,2021-05-16,#Bitcoin's Proof of Work architecture creates Seven Layers of Security and serves as the foundation for the world's first &amp; greatest digital monetary network. There is no more efficient technology for converting energy into prosperity.   https://t.co/RfIDhxUS4j
michael_saylor,2021-05-16,"The next chapter of the mobile wave will be everyone on earth with mobile devices &amp; wallets that handle crypto-currencies, crypto-applications, &amp; crypto-assets.  @Apple @Google @Facebook will all need to support #Bitcoin &amp; #Crypto to compete &amp; thrive."
michael_saylor,2021-05-16,“You can always count on Americans to do the right thing - after they've tried everything else.” - Winston Churchill on #Bitcoin
michael_saylor,2021-05-16,"@elonmusk @itsALLrisky The world needs a decentralized, secure, deflationary store of value like #Bitcoin much more than it needs the more centralized, less secure, inflationary medium of exchange that you describe above."
michael_saylor,2021-05-15,Working on my new #Bitcoin podcasting station.  https://t.co/oLvBflk7QW
michael_saylor,2021-05-15,#Bitcoin Forever.
michael_saylor,2021-05-14,"The course “Blockchain and Money"" is freely available online and of critical importance this year to anyone that cares about money, #bitcoin, &amp; the future of crypto.  Less than 1% make it thru all the lectures, but it is definitely worth your time.  https://t.co/YnnxBwPv47"
michael_saylor,2021-05-14,"“Without training, they lacked knowledge. Without knowledge, they lacked confidence. Without confidence, they lacked victory.” - Julius Caesar on the critics of #Bitcoin"
michael_saylor,2021-05-13,"@elonmusk #Bitcoin offers 8 billion people a superior technology to guarantee their human rights to property, as well as a solution to the global problem of inflation &amp; currency devaluation which creates $10+ trillion in economic damage per year. Isn't the fossil fuel mix second order?  https://t.co/3hX20inV9Z"
michael_saylor,2021-05-13,"@elonmusk The estimated electricity consumption per  https://t.co/Lj4SMIkLS8 YTD increased 40% during the same period that the network grew 100% in assets, meaning that energy efficiency dramatically improved during this time period. #Bitcoin is becoming less energy intensive as it scales."
michael_saylor,2021-05-13,"Summary: The #Bitcoin Proof of Work architecture anchors the crypto-asset network physically &amp; politically to the firmament of reality, driving ferocious competition in the marketplace to decentralize, improve, &amp; secure the network, thus assuring vitality &amp; integrity over time."
michael_saylor,2021-05-13,"Spatial: Energy, technology, political, financial, &amp; mining competition drive geographic decentralization of the mining network. Security is never co-located with the asset &amp; has no nexus, neutralizing physical, institutional, &amp; regulatory attacks - making Bitcoin fault tolerant."
michael_saylor,2021-05-13,"Political: Officials at the municipal, state, &amp; federal level compete globally to attract Miners to their jurisdictions to create jobs, tax revenues, capital investment, &amp; energy demand. #Bitcoin Miners represent the ultimate clean, high-tech exporter generating hard currency."
michael_saylor,2021-05-13,"Energy: Miners can monetize any form of energy, anywhere on earth, in any quantity, at any time, at the highest price. Firms compete globally to sell energy to the network, which is the largest wholesale customer, providing Bitcoin with a low-cost energy advantage vs. competitors"
michael_saylor,2021-05-13,"#Bitcoin Mining serves as the foundation of the monetary network - critical to its growth, stability, longevity, vitality, &amp; integrity. The Proof of Work architecture is a masterpiece of engineering that anchors the system to the real world, providing Seven Layers of Security."
michael_saylor,2021-05-13,Laser eyes channel action even as they protect from dilutive distraction.  #Bitcoin
michael_saylor,2021-05-13,"MicroStrategy has purchased an additional 271 bitcoins for $15.0 million in cash at an average price of ~$55,387 per #bitcoin.  As of 5/13/2021, we #hodl ~91,850 bitcoins acquired for ~$2.241 billion at an average price of ~24,403 per bitcoin. $MSTR  https://t.co/EwZnRkAt6k"
michael_saylor,2021-05-12,"@elonmusk Ironic because no incremental energy is used in a #bitcoin transaction. The energy is used to secure the crypto-asset network, and the net impact on fossil fuel consumption over time will be negative, all things considered."
michael_saylor,2021-05-12,"""I like the coin."" - Michael Saylor on #Bitcoin  https://t.co/EfJjUmUz6k"
michael_saylor,2021-05-12,"For the first time in history, we have a technology to guarantee the human right to property.  #Bitcoin is an instrument of economic empowerment.  https://t.co/cIK9xVaFw5"
michael_saylor,2021-05-12,“Action may not always bring happiness; but there is no happiness without action.” - Benjamin Disraeli on #Bitcoin
michael_saylor,2021-05-12,"The finance industry is taking crypto mainstream by building #Bitcoin into their insurance, banking, &amp; investment products.  @Newsweek says 46 million Americans now own Bitcoin.  https://t.co/Wj6Ymk0hYU"
michael_saylor,2021-05-11,“Never let anyone put you in chains.” - Abhijit Naskar on #Bitcoin
michael_saylor,2021-05-10,#Bitcoin now has a star quarterback.   Welcome to the team @TomBrady.
michael_saylor,2021-05-10,"Laser eyes proclaim a technology to guarantee the human rights of life, liberty, &amp; property.  Laser eyes channel action even as they protect from dilutive distraction.  Laser eyes signal intent to make #Bitcoin an instrument of economic empowerment.  #NewProfilePic  https://t.co/uRc6yoAltY"
michael_saylor,2021-05-09,"The first challenge is to properly diagnose the problem - monetary inflation exceeds actual goods &amp; services inflation which precedes &amp; exceeds official CPI inflation. The second challenge is to choose the right solution. #Bitcoin, not Gold nor Equity.  https://t.co/pIzoNxAl9N"
michael_saylor,2021-05-09,The half-life of monetary energy stored in a weak fiat currency is approximately 2 years.  The half-life of money in a strong fiat currency is ~5 years.  The half-life of #dogecoin is ~25 years.  The half-life of #bitcoin is forever.
michael_saylor,2021-05-09,“The way to become rich is to put all your eggs in one basket and then watch that basket.” - Andrew Carnegie on #Bitcoin  https://t.co/j8udhFSPYX
michael_saylor,2021-05-08,"The higher the velocity, the less value in the coin.  #hodl #bitcoin"
michael_saylor,2021-05-08,“I attribute my success to this: I never gave or took any excuse.” - Florence Nightingale on #BItcoin
michael_saylor,2021-05-07,"My views on #Bitcoin mining, energy usage, the Seven Layers of Network Security derived from PoW,  derivatives, scaling the base layer vs. application layer.  Bitcoin as the king maker in the mobile, banking, insurance, &amp; fund industries. Impact on geopolitics &amp; human prosperity."
michael_saylor,2021-05-07,#Bitcoin is an energy bank that is continuously charging.
michael_saylor,2021-05-07,How much time have you invested in educating yourself on #Bitcoin?
michael_saylor,2021-05-07,"How do you perfect the property rights of human race? Imagine being able to teleport a skyscraper anywhere on earth in 130 milliseconds, for the cost of a cup of coffee. Then imagine moving an entire city block. Then an entire city. 7 times per second.  Forever.  #Bitcoin"
michael_saylor,2021-05-07,“Life can only be understood backwards; but it must be lived forwards.” - Soren Kierkegaard on #Bitcoin
michael_saylor,2021-05-06,"Interest in #Bitcoin is surging, and @Square is leading the way.  https://t.co/OB64Zv0tMG"
michael_saylor,2021-05-06,"@PeterLBrandt #Bitcoin is the dominant crypto-asset network because it is the first system engineered with a proper (economic &amp; technical) monetary protocol.  Now, the critical innovations (both tech &amp; business) are taking place at the application layer, driven by FinTech &amp; Finance firms."
michael_saylor,2021-05-06,"At its peak, MySpace was valued for a day in a single private transaction at less than .06% of #Bitcoin, which has grown faster to a larger market capitalization than any company in the history of the world.  We trade one lifetime worth of MySpace in $BTC every few hours."
michael_saylor,2021-05-06,“The two most important days in your life are the day you are born and the day you find out why.” - Mark Twain on #Bitcoin
michael_saylor,2021-05-05,#Bitcoin is critical to any bank that wishes to remain competitive.   Tens of billions of dollars are flowing out of institutions that don't offer $BTC backed products.
michael_saylor,2021-05-05,"#Bitcoin mining is rapidly &amp; naturally decentralizing to supportive political jurisdictions, thereby spreading prosperity to those with energy &amp; enthusiasm, while enhancing security for everyone on the network."
michael_saylor,2021-05-05,“I am not what happened to me; I am what I choose to become.” - C.G. Jung on #Bitcoin
